Port of Entry,Type of Visit,Origin,Month,Number of Visitors
NMIA,SPRT,CHILE,OCTOBER,9.0
NMIA,SPRT,CHILE,NOVEMBER,40.0
NMIA,SPRT,CHILE,DECEMBER,8.0
NMIA,SPRT,CHINA,JANUARY,70.0
NMIA,SPRT,CHINA,FEBRUARY,37.0
NMIA,SPRT,CHINA,MARCH,122.0
NMIA,SPRT,CHINA,APRIL,90.0
NMIA,SPRT,CHINA,MAY,79.0
NMIA,SPRT,CHINA,JUNE,37.0
NMIA,SPRT,CHINA,JULY,80.0
NMIA,SPRT,CHINA,AUGUST,49.0
NMIA,SPRT,CHINA,SEPTEMBER,30.0
NMIA,SPRT,CHINA,OCTOBER,62.0
NMIA,SPRT,CHINA,NOVEMBER,31.0
NMIA,SPRT,CHINA,DECEMBER,106.0
NMIA,SPRT,COLOMBIA,JANUARY,17.0
NMIA,SPRT,COLOMBIA,FEBRUARY,21.0
NMIA,SPRT,COLOMBIA,MARCH,22.0
NMIA,SPRT,COLOMBIA,APRIL,30.0
NMIA,SPRT,COLOMBIA,MAY,31.0
NMIA,SPRT,COLOMBIA,JUNE,24.0
NMIA,SPRT,COLOMBIA,JULY,24.0
NMIA,SPRT,COLOMBIA,AUGUST,24.0
NMIA,SPRT,COLOMBIA,SEPTEMBER,31.0
NMIA,SPRT,COLOMBIA,OCTOBER,44.0
NMIA,SPRT,COLOMBIA,NOVEMBER,24.0
NMIA,SPRT,COLOMBIA,DECEMBER,26.0
NMIA,SPRT,COSTA RICA,JANUARY,8.0
NMIA,SPRT,COSTA RICA,FEBRUARY,28.0
NMIA,SPRT,COSTA RICA,MARCH,21.0
NMIA,SPRT,COSTA RICA,APRIL,14.0
NMIA,SPRT,COSTA RICA,MAY,13.0
NMIA,SPRT,COSTA RICA,JUNE,9.0
NMIA,SPRT,COSTA RICA,JULY,37.0
NMIA,SPRT,COSTA RICA,AUGUST,8.0
NMIA,SPRT,COSTA RICA,SEPTEMBER,15.0
NMIA,SPRT,COSTA RICA,OCTOBER,11.0
NMIA,SPRT,COSTA RICA,NOVEMBER,11.0
NMIA,SPRT,COSTA RICA,DECEMBER,8.0
NMIA,SPRT,CUBA,JANUARY,32.0
NMIA,SPRT,CUBA,FEBRUARY,22.0
NMIA,SPRT,CUBA,MARCH,20.0
NMIA,SPRT,CUBA,APRIL,27.0
NMIA,SPRT,CUBA,MAY,18.0
NMIA,SPRT,CUBA,JUNE,23.0
NMIA,SPRT,CUBA,JULY,40.0
NMIA,SPRT,CUBA,AUGUST,21.0
NMIA,SPRT,CUBA,SEPTEMBER,24.0
NMIA,SPRT,CUBA,OCTOBER,22.0
NMIA,SPRT,CUBA,NOVEMBER,27.0
NMIA,SPRT,CUBA,DECEMBER,50.0
NMIA,SPRT,CURACAO,JANUARY,10.0
NMIA,SPRT,CURACAO,FEBRUARY,2.0
NMIA,SPRT,CURACAO,MARCH,33.0
NMIA,SPRT,CURACAO,APRIL,30.0
NMIA,SPRT,CURACAO,MAY,15.0
NMIA,SPRT,CURACAO,JUNE,10.0
NMIA,SPRT,CURACAO,JULY,23.0
NMIA,SPRT,CURACAO,AUGUST,12.0
NMIA,SPRT,CURACAO,SEPTEMBER,19.0
NMIA,SPRT,CURACAO,OCTOBER,23.0
NMIA,SPRT,CURACAO,NOVEMBER,15.0
NMIA,SPRT,CURACAO,DECEMBER,53.0
NMIA,SPRT,CZECHOSLOVAKIA,JANUARY,8.0
NMIA,SPRT,CZECHOSLOVAKIA,FEBRUARY,8.0
NMIA,SPRT,CZECHOSLOVAKIA,MARCH,11.0
NMIA,SPRT,CZECHOSLOVAKIA,APRIL,1.0
NMIA,SPRT,CZECHOSLOVAKIA,MAY,0.0
NMIA,SPRT,CZECHOSLOVAKIA,JUNE,2.0
NMIA,SPRT,CZECHOSLOVAKIA,JULY,0.0
NMIA,SPRT,CZECHOSLOVAKIA,AUGUST,2.0
NMIA,SPRT,CZECHOSLOVAKIA,SEPTEMBER,3.0
NMIA,SPRT,CZECHOSLOVAKIA,OCTOBER,0.0
NMIA,SPRT,CZECHOSLOVAKIA,NOVEMBER,4.0
NMIA,SPRT,CZECHOSLOVAKIA,DECEMBER,4.0
NMIA,SPRT,DENMARK,JANUARY,32.0
NMIA,SPRT,DENMARK,FEBRUARY,23.0
NMIA,SPRT,DENMARK,MARCH,26.0
NMIA,SPRT,DENMARK,APRIL,18.0
NMIA,SPRT,DENMARK,MAY,9.0
NMIA,SPRT,DENMARK,JUNE,6.0
NMIA,SPRT,DENMARK,JULY,41.0
NMIA,SPRT,DENMARK,AUGUST,8.0
NMIA,SPRT,DENMARK,SEPTEMBER,9.0
NMIA,SPRT,DENMARK,OCTOBER,13.0
NMIA,SPRT,DENMARK,NOVEMBER,26.0
NMIA,SPRT,DENMARK,DECEMBER,21.0
NMIA,SPRT,DOMINICA,JANUARY,2.0
NMIA,SPRT,DOMINICA,FEBRUARY,2.0
NMIA,SPRT,DOMINICA,MARCH,3.0
NMIA,SPRT,DOMINICA,APRIL,4.0
NMIA,SPRT,DOMINICA,MAY,1.0
NMIA,SPRT,DOMINICA,JUNE,3.0
NMIA,SPRT,DOMINICA,JULY,8.0
NMIA,SPRT,DOMINICA,AUGUST,4.0
NMIA,SPRT,DOMINICA,SEPTEMBER,2.0
NMIA,SPRT,DOMINICA,OCTOBER,3.0
NMIA,SPRT,DOMINICA,NOVEMBER,2.0
NMIA,SPRT,DOMINICA,DECEMBER,7.0
NMIA,SPRT,DOMINICAN REPUBLIC,JANUARY,16.0
NMIA,SPRT,DOMINICAN REPUBLIC,FEBRUARY,12.0
NMIA,SPRT,DOMINICAN REPUBLIC,MARCH,19.0
NMIA,SPRT,DOMINICAN REPUBLIC,APRIL,12.0
NMIA,SPRT,DOMINICAN REPUBLIC,MAY,15.0
NMIA,SPRT,DOMINICAN REPUBLIC,JUNE,10.0
NMIA,SPRT,DOMINICAN REPUBLIC,JULY,15.0
NMIA,SPRT,DOMINICAN REPUBLIC,AUGUST,13.0
NMIA,SPRT,DOMINICAN REPUBLIC,SEPTEMBER,14.0
NMIA,SPRT,DOMINICAN REPUBLIC,OCTOBER,14.0
NMIA,SPRT,DOMINICAN REPUBLIC,NOVEMBER,6.0
NMIA,SPRT,DOMINICAN REPUBLIC,DECEMBER,17.0
NMIA,SPRT,ECUADOR,JANUARY,1.0
NMIA,SPRT,ECUADOR,FEBRUARY,4.0
NMIA,SPRT,ECUADOR,MARCH,10.0
NMIA,SPRT,ECUADOR,APRIL,1.0
NMIA,SPRT,ECUADOR,MAY,4.0
NMIA,SPRT,ECUADOR,JUNE,0.0
NMIA,SPRT,ECUADOR,JULY,3.0
NMIA,SPRT,ECUADOR,AUGUST,4.0
NMIA,SPRT,ECUADOR,SEPTEMBER,5.0
NMIA,SPRT,ECUADOR,OCTOBER,6.0
NMIA,SPRT,ECUADOR,NOVEMBER,2.0
NMIA,SPRT,ECUADOR,DECEMBER,2.0
NMIA,SPRT,EL SALVADOR,JANUARY,1.0
NMIA,SPRT,EL SALVADOR,FEBRUARY,6.0
NMIA,SPRT,EL SALVADOR,MARCH,1.0
NMIA,SPRT,EL SALVADOR,APRIL,2.0
NMIA,SPRT,EL SALVADOR,MAY,7.0
NMIA,SPRT,EL SALVADOR,JUNE,2.0
NMIA,SPRT,EL SALVADOR,JULY,3.0
NMIA,SPRT,EL SALVADOR,AUGUST,1.0
NMIA,SPRT,EL SALVADOR,SEPTEMBER,2.0
NMIA,SPRT,EL SALVADOR,OCTOBER,3.0
NMIA,SPRT,EL SALVADOR,NOVEMBER,4.0
NMIA,SPRT,EL SALVADOR,DECEMBER,5.0
NMIA,SPRT,FINLAND,JANUARY,26.0
NMIA,SPRT,FINLAND,FEBRUARY,36.0
NMIA,SPRT,FINLAND,MARCH,3.0
NMIA,SPRT,FINLAND,APRIL,7.0
NMIA,SPRT,FINLAND,MAY,8.0
NMIA,SPRT,FINLAND,JUNE,4.0
NMIA,SPRT,FINLAND,JULY,12.0
NMIA,SPRT,FINLAND,AUGUST,7.0
NMIA,SPRT,FINLAND,SEPTEMBER,3.0
NMIA,SPRT,FINLAND,OCTOBER,4.0
NMIA,SPRT,FINLAND,NOVEMBER,12.0
NMIA,SPRT,FINLAND,DECEMBER,11.0
NMIA,SPRT,FRANCE,JANUARY,96.0
NMIA,SPRT,FRANCE,FEBRUARY,200.0
NMIA,SPRT,FRANCE,MARCH,65.0
NMIA,SPRT,FRANCE,APRIL,77.0
NMIA,SPRT,FRANCE,MAY,54.0
NMIA,SPRT,FRANCE,JUNE,51.0
NMIA,SPRT,FRANCE,JULY,83.0
NMIA,SPRT,FRANCE,AUGUST,82.0
NMIA,SPRT,FRANCE,SEPTEMBER,41.0
NMIA,SPRT,FRANCE,OCTOBER,52.0
NMIA,SPRT,FRANCE,NOVEMBER,75.0
NMIA,SPRT,FRANCE,DECEMBER,92.0
NMIA,SPRT,GERMANY,JANUARY,30.0
NMIA,SPRT,GERMANY,FEBRUARY,40.0
NMIA,SPRT,GERMANY,MARCH,47.0
NMIA,SPRT,GERMANY,APRIL,24.0
NMIA,SPRT,GERMANY,MAY,18.0
NMIA,SPRT,GERMANY,JUNE,11.0
NMIA,SPRT,GERMANY,JULY,18.0
NMIA,SPRT,GERMANY,AUGUST,19.0
NMIA,SPRT,GERMANY,SEPTEMBER,15.0
NMIA,SPRT,GERMANY,OCTOBER,22.0
NMIA,SPRT,GERMANY,NOVEMBER,46.0
NMIA,SPRT,GERMANY,DECEMBER,23.0
NMIA,SPRT,GREECE,JANUARY,6.0
NMIA,SPRT,GREECE,FEBRUARY,5.0
NMIA,SPRT,GREECE,MARCH,2.0
NMIA,SPRT,GREECE,APRIL,1.0
NMIA,SPRT,GREECE,MAY,1.0
NMIA,SPRT,GREECE,JUNE,1.0
NMIA,SPRT,GREECE,JULY,6.0
NMIA,SPRT,GREECE,AUGUST,1.0
NMIA,SPRT,GREECE,SEPTEMBER,1.0
NMIA,SPRT,GREECE,OCTOBER,0.0
NMIA,SPRT,GREECE,NOVEMBER,0.0
NMIA,SPRT,GREECE,DECEMBER,3.0
NMIA,SPRT,GRENADA,JANUARY,2.0
NMIA,SPRT,GRENADA,FEBRUARY,2.0
NMIA,SPRT,GRENADA,MARCH,6.0
NMIA,SPRT,GRENADA,APRIL,7.0
NMIA,SPRT,GRENADA,MAY,1.0
NMIA,SPRT,GRENADA,JUNE,2.0
NMIA,SPRT,GRENADA,JULY,4.0
NMIA,SPRT,GRENADA,AUGUST,5.0
NMIA,SPRT,GRENADA,SEPTEMBER,1.0
NMIA,SPRT,GRENADA,OCTOBER,4.0
NMIA,SPRT,GRENADA,NOVEMBER,9.0
NMIA,SPRT,GRENADA,DECEMBER,2.0
NMIA,SPRT,GUADELOUPE,JANUARY,5.0
NMIA,SPRT,GUADELOUPE,FEBRUARY,4.0
NMIA,SPRT,GUADELOUPE,MARCH,1.0
NMIA,SPRT,GUADELOUPE,APRIL,2.0
NMIA,SPRT,GUADELOUPE,MAY,4.0
NMIA,SPRT,GUADELOUPE,JUNE,2.0
NMIA,SPRT,GUADELOUPE,JULY,10.0
NMIA,SPRT,GUADELOUPE,AUGUST,1.0
NMIA,SPRT,GUADELOUPE,SEPTEMBER,1.0
NMIA,SPRT,GUADELOUPE,OCTOBER,5.0
NMIA,SPRT,GUADELOUPE,NOVEMBER,0.0
NMIA,SPRT,GUADELOUPE,DECEMBER,9.0
NMIA,SPRT,GUATEMALA,JANUARY,8.0
NMIA,SPRT,GUATEMALA,FEBRUARY,8.0
NMIA,SPRT,GUATEMALA,MARCH,5.0
NMIA,SPRT,GUATEMALA,APRIL,10.0
NMIA,SPRT,GUATEMALA,MAY,6.0
NMIA,SPRT,GUATEMALA,JUNE,22.0
NMIA,SPRT,GUATEMALA,JULY,10.0
NMIA,SPRT,GUATEMALA,AUGUST,5.0
NMIA,SPRT,GUATEMALA,SEPTEMBER,10.0
NMIA,SPRT,GUATEMALA,OCTOBER,1.0
NMIA,SPRT,GUATEMALA,NOVEMBER,3.0
NMIA,SPRT,GUATEMALA,DECEMBER,15.0
NMIA,SPRT,GUYANA,JANUARY,41.0
NMIA,SPRT,GUYANA,FEBRUARY,61.0
NMIA,SPRT,GUYANA,MARCH,59.0
NMIA,SPRT,GUYANA,APRIL,48.0
NMIA,SPRT,GUYANA,MAY,75.0
NMIA,SPRT,GUYANA,JUNE,80.0
NMIA,SPRT,GUYANA,JULY,78.0
NMIA,SPRT,GUYANA,AUGUST,102.0
NMIA,SPRT,GUYANA,SEPTEMBER,42.0
NMIA,SPRT,GUYANA,OCTOBER,82.0
NMIA,SPRT,GUYANA,NOVEMBER,43.0
NMIA,SPRT,GUYANA,DECEMBER,56.0
NMIA,SPRT,HAITI,JANUARY,3.0
NMIA,SPRT,HAITI,FEBRUARY,9.0
NMIA,SPRT,HAITI,MARCH,86.0
NMIA,SPRT,HAITI,APRIL,6.0
NMIA,SPRT,HAITI,MAY,6.0
NMIA,SPRT,HAITI,JUNE,2.0
NMIA,SPRT,HAITI,JULY,2.0
NMIA,SPRT,HAITI,AUGUST,4.0
NMIA,SPRT,HAITI,SEPTEMBER,11.0
NMIA,SPRT,HAITI,OCTOBER,3.0
NMIA,SPRT,HAITI,NOVEMBER,7.0
NMIA,SPRT,HAITI,DECEMBER,5.0
NMIA,SPRT,HOLLAND,JANUARY,25.0
NMIA,SPRT,HOLLAND,FEBRUARY,28.0
NMIA,SPRT,HOLLAND,MARCH,21.0
NMIA,SPRT,HOLLAND,APRIL,37.0
NMIA,SPRT,HOLLAND,MAY,17.0
NMIA,SPRT,HOLLAND,JUNE,9.0
NMIA,SPRT,HOLLAND,JULY,41.0
NMIA,SPRT,HOLLAND,AUGUST,24.0
NMIA,SPRT,HOLLAND,SEPTEMBER,7.0
NMIA,SPRT,HOLLAND,OCTOBER,24.0
NMIA,SPRT,HOLLAND,NOVEMBER,28.0
NMIA,SPRT,HOLLAND,DECEMBER,40.0
NMIA,SPRT,HONDURAS,JANUARY,3.0
NMIA,SPRT,HONDURAS,FEBRUARY,3.0
NMIA,SPRT,HONDURAS,MARCH,6.0
NMIA,SPRT,HONDURAS,APRIL,2.0
NMIA,SPRT,HONDURAS,MAY,3.0
NMIA,SPRT,HONDURAS,JUNE,4.0
NMIA,SPRT,HONDURAS,JULY,4.0
NMIA,SPRT,HONDURAS,AUGUST,2.0
NMIA,SPRT,HONDURAS,SEPTEMBER,2.0
NMIA,SPRT,HONDURAS,OCTOBER,3.0
NMIA,SPRT,HONDURAS,NOVEMBER,3.0
NMIA,SPRT,HONDURAS,DECEMBER,8.0
NMIA,SPRT,HUNGARY,JANUARY,4.0
NMIA,SPRT,HUNGARY,FEBRUARY,8.0
NMIA,SPRT,HUNGARY,MARCH,0.0
NMIA,SPRT,HUNGARY,APRIL,0.0
NMIA,SPRT,HUNGARY,MAY,0.0
NMIA,SPRT,HUNGARY,JUNE,0.0
NMIA,SPRT,HUNGARY,JULY,2.0
NMIA,SPRT,HUNGARY,AUGUST,1.0
NMIA,SPRT,HUNGARY,SEPTEMBER,0.0
NMIA,SPRT,HUNGARY,OCTOBER,3.0
NMIA,SPRT,HUNGARY,NOVEMBER,1.0
NMIA,SPRT,HUNGARY,DECEMBER,2.0
NMIA,SPRT,INDIA,JANUARY,11.0
NMIA,SPRT,INDIA,FEBRUARY,9.0
NMIA,SPRT,INDIA,MARCH,21.0
NMIA,SPRT,INDIA,APRIL,22.0
NMIA,SPRT,INDIA,MAY,16.0
NMIA,SPRT,INDIA,JUNE,7.0
NMIA,SPRT,INDIA,JULY,12.0
NMIA,SPRT,INDIA,AUGUST,14.0
NMIA,SPRT,INDIA,SEPTEMBER,17.0
NMIA,SPRT,INDIA,OCTOBER,8.0
NMIA,SPRT,INDIA,NOVEMBER,20.0
NMIA,SPRT,INDIA,DECEMBER,27.0
NMIA,SPRT,ISREAL,JANUARY,7.0
NMIA,SPRT,ISREAL,FEBRUARY,19.0
NMIA,SPRT,ISREAL,MARCH,10.0
NMIA,SPRT,ISREAL,APRIL,21.0
NMIA,SPRT,ISREAL,MAY,15.0
NMIA,SPRT,ISREAL,JUNE,10.0
NMIA,SPRT,ISREAL,JULY,23.0
NMIA,SPRT,ISREAL,AUGUST,17.0
NMIA,SPRT,ISREAL,SEPTEMBER,32.0
NMIA,SPRT,ISREAL,OCTOBER,27.0
NMIA,SPRT,ISREAL,NOVEMBER,11.0
NMIA,SPRT,ISREAL,DECEMBER,19.0
NMIA,SPRT,ITALY,JANUARY,65.0
NMIA,SPRT,ITALY,FEBRUARY,59.0
NMIA,SPRT,ITALY,MARCH,52.0
NMIA,SPRT,ITALY,APRIL,38.0
NMIA,SPRT,ITALY,MAY,18.0
NMIA,SPRT,ITALY,JUNE,27.0
NMIA,SPRT,ITALY,JULY,49.0
NMIA,SPRT,ITALY,AUGUST,70.0
NMIA,SPRT,ITALY,SEPTEMBER,11.0
NMIA,SPRT,ITALY,OCTOBER,20.0
NMIA,SPRT,ITALY,NOVEMBER,51.0
NMIA,SPRT,ITALY,DECEMBER,54.0
NMIA,SPRT,JAPAN,JANUARY,99.0
NMIA,SPRT,JAPAN,FEBRUARY,97.0
NMIA,SPRT,JAPAN,MARCH,106.0
NMIA,SPRT,JAPAN,APRIL,64.0
NMIA,SPRT,JAPAN,MAY,68.0
NMIA,SPRT,JAPAN,JUNE,65.0
NMIA,SPRT,JAPAN,JULY,54.0
NMIA,SPRT,JAPAN,AUGUST,36.0
NMIA,SPRT,JAPAN,SEPTEMBER,61.0
NMIA,SPRT,JAPAN,OCTOBER,41.0
NMIA,SPRT,JAPAN,NOVEMBER,53.0
NMIA,SPRT,JAPAN,DECEMBER,91.0
NMIA,SPRT,KOREA,JANUARY,19.0
NMIA,SPRT,KOREA,FEBRUARY,16.0
NMIA,SPRT,KOREA,MARCH,8.0
NMIA,SPRT,KOREA,APRIL,4.0
NMIA,SPRT,KOREA,MAY,3.0
NMIA,SPRT,KOREA,JUNE,2.0
NMIA,SPRT,KOREA,JULY,9.0
NMIA,SPRT,KOREA,AUGUST,4.0
NMIA,SPRT,KOREA,SEPTEMBER,3.0
NMIA,SPRT,KOREA,OCTOBER,5.0
NMIA,SPRT,KOREA,NOVEMBER,1.0
NMIA,SPRT,KOREA,DECEMBER,5.0
NMIA,SPRT,LUXEMBURG,JANUARY,0.0
NMIA,SPRT,LUXEMBURG,FEBRUARY,0.0
NMIA,SPRT,LUXEMBURG,MARCH,0.0
NMIA,SPRT,LUXEMBURG,APRIL,0.0
NMIA,SPRT,LUXEMBURG,MAY,0.0
NMIA,SPRT,LUXEMBURG,JUNE,0.0
NMIA,SPRT,LUXEMBURG,JULY,0.0
NMIA,SPRT,LUXEMBURG,AUGUST,2.0
NMIA,SPRT,LUXEMBURG,SEPTEMBER,0.0
NMIA,SPRT,LUXEMBURG,OCTOBER,0.0
NMIA,SPRT,LUXEMBURG,NOVEMBER,0.0
NMIA,SPRT,LUXEMBURG,DECEMBER,0.0
NMIA,SPRT,MEXICO,JANUARY,60.0
NMIA,SPRT,MEXICO,FEBRUARY,31.0
NMIA,SPRT,MEXICO,MARCH,54.0
NMIA,SPRT,MEXICO,APRIL,48.0
NMIA,SPRT,MEXICO,MAY,51.0
NMIA,SPRT,MEXICO,JUNE,43.0
NMIA,SPRT,MEXICO,JULY,55.0
NMIA,SPRT,MEXICO,AUGUST,47.0
NMIA,SPRT,MEXICO,SEPTEMBER,46.0
NMIA,SPRT,MEXICO,OCTOBER,25.0
NMIA,SPRT,MEXICO,NOVEMBER,63.0
NMIA,SPRT,MEXICO,DECEMBER,35.0
NMIA,SPRT,MIDDLE EAST,JANUARY,12.0
NMIA,SPRT,MIDDLE EAST,FEBRUARY,6.0
NMIA,SPRT,MIDDLE EAST,MARCH,13.0
NMIA,SPRT,MIDDLE EAST,APRIL,7.0
NMIA,SPRT,MIDDLE EAST,MAY,4.0
NMIA,SPRT,MIDDLE EAST,JUNE,9.0
NMIA,SPRT,MIDDLE EAST,JULY,30.0
NMIA,SPRT,MIDDLE EAST,AUGUST,4.0
NMIA,SPRT,MIDDLE EAST,SEPTEMBER,10.0
NMIA,SPRT,MIDDLE EAST,OCTOBER,4.0
NMIA,SPRT,MIDDLE EAST,NOVEMBER,5.0
NMIA,SPRT,MIDDLE EAST,DECEMBER,11.0
NMIA,SPRT,MONSTERRAT,JANUARY,5.0
NMIA,SPRT,MONSTERRAT,FEBRUARY,1.0
NMIA,SPRT,MONSTERRAT,MARCH,2.0
NMIA,SPRT,MONSTERRAT,APRIL,3.0
NMIA,SPRT,MONSTERRAT,MAY,1.0
NMIA,SPRT,MONSTERRAT,JUNE,3.0
NMIA,SPRT,MONSTERRAT,JULY,24.0
NMIA,SPRT,MONSTERRAT,AUGUST,1.0
NMIA,SPRT,MONSTERRAT,SEPTEMBER,3.0
NMIA,SPRT,MONSTERRAT,OCTOBER,3.0
NMIA,SPRT,MONSTERRAT,NOVEMBER,2.0
NMIA,SPRT,MONSTERRAT,DECEMBER,1.0
NMIA,SPRT,NEW ZEALAND,JANUARY,4.0
NMIA,SPRT,NEW ZEALAND,FEBRUARY,3.0
NMIA,SPRT,NEW ZEALAND,MARCH,4.0
NMIA,SPRT,NEW ZEALAND,APRIL,3.0
NMIA,SPRT,NEW ZEALAND,MAY,3.0
NMIA,SPRT,NEW ZEALAND,JUNE,2.0
NMIA,SPRT,NEW ZEALAND,JULY,5.0
NMIA,SPRT,NEW ZEALAND,AUGUST,4.0
NMIA,SPRT,NEW ZEALAND,SEPTEMBER,10.0
NMIA,SPRT,NEW ZEALAND,OCTOBER,10.0
NMIA,SPRT,NEW ZEALAND,NOVEMBER,7.0
NMIA,SPRT,NEW ZEALAND,DECEMBER,18.0
NMIA,SPRT,NICARAGUA,JANUARY,0.0
NMIA,SPRT,NICARAGUA,FEBRUARY,1.0
NMIA,SPRT,NICARAGUA,MARCH,2.0
NMIA,SPRT,NICARAGUA,APRIL,3.0
NMIA,SPRT,NICARAGUA,MAY,0.0
NMIA,SPRT,NICARAGUA,JUNE,0.0
NMIA,SPRT,NICARAGUA,JULY,3.0
NMIA,SPRT,NICARAGUA,AUGUST,1.0
NMIA,SPRT,NICARAGUA,SEPTEMBER,5.0
NMIA,SPRT,NICARAGUA,OCTOBER,1.0
NMIA,SPRT,NICARAGUA,NOVEMBER,1.0
NMIA,SPRT,NICARAGUA,DECEMBER,0.0
NMIA,SPRT,NORWAY,JANUARY,30.0
NMIA,SPRT,NORWAY,FEBRUARY,25.0
NMIA,SPRT,NORWAY,MARCH,35.0
NMIA,SPRT,NORWAY,APRIL,18.0
NMIA,SPRT,NORWAY,MAY,23.0
NMIA,SPRT,NORWAY,JUNE,29.0
NMIA,SPRT,NORWAY,JULY,26.0
NMIA,SPRT,NORWAY,AUGUST,6.0
NMIA,SPRT,NORWAY,SEPTEMBER,5.0
NMIA,SPRT,NORWAY,OCTOBER,6.0
NMIA,SPRT,NORWAY,NOVEMBER,19.0
NMIA,SPRT,NORWAY,DECEMBER,23.0
NMIA,SPRT,OTHER ASIA,JANUARY,8.0
NMIA,SPRT,OTHER ASIA,FEBRUARY,10.0
NMIA,SPRT,OTHER ASIA,MARCH,12.0
NMIA,SPRT,OTHER ASIA,APRIL,12.0
NMIA,SPRT,OTHER ASIA,MAY,3.0
NMIA,SPRT,OTHER ASIA,JUNE,0.0
NMIA,SPRT,OTHER ASIA,JULY,1.0
NMIA,SPRT,OTHER ASIA,AUGUST,8.0
NMIA,SPRT,OTHER ASIA,SEPTEMBER,6.0
NMIA,SPRT,OTHER ASIA,OCTOBER,3.0
NMIA,SPRT,OTHER ASIA,NOVEMBER,12.0
NMIA,SPRT,OTHER ASIA,DECEMBER,6.0
NMIA,SPRT,OTHER CARIBBEAN,JANUARY,7.0
NMIA,SPRT,OTHER CARIBBEAN,FEBRUARY,2.0
NMIA,SPRT,OTHER CARIBBEAN,MARCH,3.0
NMIA,SPRT,OTHER CARIBBEAN,APRIL,4.0
NMIA,SPRT,OTHER CARIBBEAN,MAY,0.0
NMIA,SPRT,OTHER CARIBBEAN,JUNE,5.0
NMIA,SPRT,OTHER CARIBBEAN,JULY,7.0
NMIA,SPRT,OTHER CARIBBEAN,AUGUST,0.0
NMIA,SPRT,OTHER CARIBBEAN,SEPTEMBER,0.0
NMIA,SPRT,OTHER CARIBBEAN,OCTOBER,2.0
NMIA,SPRT,OTHER CARIBBEAN,NOVEMBER,0.0
NMIA,SPRT,OTHER CARIBBEAN,DECEMBER,4.0
NMIA,SPRT,OTHER EUROPE,JANUARY,46.0
NMIA,SPRT,OTHER EUROPE,FEBRUARY,41.0
NMIA,SPRT,OTHER EUROPE,MARCH,28.0
NMIA,SPRT,OTHER EUROPE,APRIL,14.0
NMIA,SPRT,OTHER EUROPE,MAY,4.0
NMIA,SPRT,OTHER EUROPE,JUNE,11.0
NMIA,SPRT,OTHER EUROPE,JULY,8.0
NMIA,SPRT,OTHER EUROPE,AUGUST,6.0
NMIA,SPRT,OTHER EUROPE,SEPTEMBER,4.0
NMIA,SPRT,OTHER EUROPE,OCTOBER,2.0
NMIA,SPRT,OTHER EUROPE,NOVEMBER,19.0
NMIA,SPRT,OTHER EUROPE,DECEMBER,7.0
NMIA,SPRT,OTHER MEDITERRANEAN,JANUARY,0.0
NMIA,SPRT,OTHER MEDITERRANEAN,FEBRUARY,3.0
NMIA,SPRT,OTHER MEDITERRANEAN,MARCH,2.0
NMIA,SPRT,OTHER MEDITERRANEAN,APRIL,2.0
NMIA,SPRT,OTHER MEDITERRANEAN,MAY,2.0
NMIA,SPRT,OTHER MEDITERRANEAN,JUNE,1.0
NMIA,SPRT,OTHER MEDITERRANEAN,JULY,2.0
NMIA,SPRT,OTHER MEDITERRANEAN,AUGUST,3.0
NMIA,SPRT,OTHER MEDITERRANEAN,SEPTEMBER,1.0
NMIA,SPRT,OTHER MEDITERRANEAN,OCTOBER,0.0
NMIA,SPRT,OTHER MEDITERRANEAN,NOVEMBER,4.0
NMIA,SPRT,OTHER MEDITERRANEAN,DECEMBER,0.0
NMIA,SPRT,PAKISTAN,JANUARY,4.0
NMIA,SPRT,PAKISTAN,FEBRUARY,0.0
NMIA,SPRT,PAKISTAN,MARCH,0.0
NMIA,SPRT,PAKISTAN,APRIL,0.0
NMIA,SPRT,PAKISTAN,MAY,0.0
NMIA,SPRT,PAKISTAN,JUNE,0.0
NMIA,SPRT,PAKISTAN,JULY,0.0
NMIA,SPRT,PAKISTAN,AUGUST,0.0
NMIA,SPRT,PAKISTAN,SEPTEMBER,0.0
NMIA,SPRT,PAKISTAN,OCTOBER,0.0
NMIA,SPRT,PAKISTAN,NOVEMBER,0.0
NMIA,SPRT,PAKISTAN,DECEMBER,0.0
NMIA,SPRT,PANAMA,JANUARY,31.0
NMIA,SPRT,PANAMA,FEBRUARY,13.0
NMIA,SPRT,PANAMA,MARCH,28.0
NMIA,SPRT,PANAMA,APRIL,29.0
NMIA,SPRT,PANAMA,MAY,22.0
NMIA,SPRT,PANAMA,JUNE,17.0
NMIA,SPRT,PANAMA,JULY,21.0
NMIA,SPRT,PANAMA,AUGUST,11.0
NMIA,SPRT,PANAMA,SEPTEMBER,16.0
NMIA,SPRT,PANAMA,OCTOBER,19.0
NMIA,SPRT,PANAMA,NOVEMBER,100.0
NMIA,SPRT,PANAMA,DECEMBER,19.0
NMIA,SPRT,PARAGUAY,JANUARY,0.0
NMIA,SPRT,PARAGUAY,FEBRUARY,0.0
NMIA,SPRT,PARAGUAY,MARCH,0.0
NMIA,SPRT,PARAGUAY,APRIL,0.0
NMIA,SPRT,PARAGUAY,MAY,0.0
NMIA,SPRT,PARAGUAY,JUNE,0.0
NMIA,SPRT,PARAGUAY,JULY,2.0
