Port of Entry,Type of Visit,Origin,Month,Number of Visitors
NMIA,SPRT,PARAGUAY,AUGUST,0.0
NMIA,SPRT,PARAGUAY,SEPTEMBER,0.0
NMIA,SPRT,PARAGUAY,OCTOBER,1.0
NMIA,SPRT,PARAGUAY,NOVEMBER,0.0
NMIA,SPRT,PARAGUAY,DECEMBER,0.0
NMIA,SPRT,PERU,JANUARY,7.0
NMIA,SPRT,PERU,FEBRUARY,31.0
NMIA,SPRT,PERU,MARCH,17.0
NMIA,SPRT,PERU,APRIL,4.0
NMIA,SPRT,PERU,MAY,5.0
NMIA,SPRT,PERU,JUNE,65.0
NMIA,SPRT,PERU,JULY,12.0
NMIA,SPRT,PERU,AUGUST,4.0
NMIA,SPRT,PERU,SEPTEMBER,2.0
NMIA,SPRT,PERU,OCTOBER,7.0
NMIA,SPRT,PERU,NOVEMBER,2.0
NMIA,SPRT,PERU,DECEMBER,5.0
NMIA,SPRT,PHILIPPINES,JANUARY,0.0
NMIA,SPRT,PHILIPPINES,FEBRUARY,1.0
NMIA,SPRT,PHILIPPINES,MARCH,1.0
NMIA,SPRT,PHILIPPINES,APRIL,0.0
NMIA,SPRT,PHILIPPINES,MAY,0.0
NMIA,SPRT,PHILIPPINES,JUNE,2.0
NMIA,SPRT,PHILIPPINES,JULY,2.0
NMIA,SPRT,PHILIPPINES,AUGUST,2.0
NMIA,SPRT,PHILIPPINES,SEPTEMBER,0.0
NMIA,SPRT,PHILIPPINES,OCTOBER,0.0
NMIA,SPRT,PHILIPPINES,NOVEMBER,4.0
NMIA,SPRT,PHILIPPINES,DECEMBER,2.0
NMIA,SPRT,POLAND,JANUARY,24.0
NMIA,SPRT,POLAND,FEBRUARY,6.0
NMIA,SPRT,POLAND,MARCH,1.0
NMIA,SPRT,POLAND,APRIL,4.0
NMIA,SPRT,POLAND,MAY,0.0
NMIA,SPRT,POLAND,JUNE,4.0
NMIA,SPRT,POLAND,JULY,6.0
NMIA,SPRT,POLAND,AUGUST,4.0
NMIA,SPRT,POLAND,SEPTEMBER,8.0
NMIA,SPRT,POLAND,OCTOBER,3.0
NMIA,SPRT,POLAND,NOVEMBER,4.0
NMIA,SPRT,POLAND,DECEMBER,3.0
NMIA,SPRT,PORTUGAL,JANUARY,3.0
NMIA,SPRT,PORTUGAL,FEBRUARY,2.0
NMIA,SPRT,PORTUGAL,MARCH,6.0
NMIA,SPRT,PORTUGAL,APRIL,2.0
NMIA,SPRT,PORTUGAL,MAY,6.0
NMIA,SPRT,PORTUGAL,JUNE,3.0
NMIA,SPRT,PORTUGAL,JULY,1.0
NMIA,SPRT,PORTUGAL,AUGUST,3.0
NMIA,SPRT,PORTUGAL,SEPTEMBER,3.0
NMIA,SPRT,PORTUGAL,OCTOBER,10.0
NMIA,SPRT,PORTUGAL,NOVEMBER,0.0
NMIA,SPRT,PORTUGAL,DECEMBER,2.0
NMIA,SPRT,RUSSIA,JANUARY,36.0
NMIA,SPRT,RUSSIA,FEBRUARY,20.0
NMIA,SPRT,RUSSIA,MARCH,6.0
NMIA,SPRT,RUSSIA,APRIL,10.0
NMIA,SPRT,RUSSIA,MAY,4.0
NMIA,SPRT,RUSSIA,JUNE,6.0
NMIA,SPRT,RUSSIA,JULY,2.0
NMIA,SPRT,RUSSIA,AUGUST,14.0
NMIA,SPRT,RUSSIA,SEPTEMBER,1.0
NMIA,SPRT,RUSSIA,OCTOBER,13.0
NMIA,SPRT,RUSSIA,NOVEMBER,7.0
NMIA,SPRT,RUSSIA,DECEMBER,17.0
NMIA,SPRT,SAUDI ARABIA,JANUARY,1.0
NMIA,SPRT,SAUDI ARABIA,FEBRUARY,0.0
NMIA,SPRT,SAUDI ARABIA,MARCH,1.0
NMIA,SPRT,SAUDI ARABIA,APRIL,0.0
NMIA,SPRT,SAUDI ARABIA,MAY,0.0
NMIA,SPRT,SAUDI ARABIA,JUNE,0.0
NMIA,SPRT,SAUDI ARABIA,JULY,0.0
NMIA,SPRT,SAUDI ARABIA,AUGUST,1.0
NMIA,SPRT,SAUDI ARABIA,SEPTEMBER,0.0
NMIA,SPRT,SAUDI ARABIA,OCTOBER,3.0
NMIA,SPRT,SAUDI ARABIA,NOVEMBER,0.0
NMIA,SPRT,SAUDI ARABIA,DECEMBER,0.0
NMIA,SPRT,SINGAPORE,JANUARY,0.0
NMIA,SPRT,SINGAPORE,FEBRUARY,2.0
NMIA,SPRT,SINGAPORE,MARCH,2.0
NMIA,SPRT,SINGAPORE,APRIL,3.0
NMIA,SPRT,SINGAPORE,MAY,0.0
NMIA,SPRT,SINGAPORE,JUNE,3.0
NMIA,SPRT,SINGAPORE,JULY,6.0
NMIA,SPRT,SINGAPORE,AUGUST,0.0
NMIA,SPRT,SINGAPORE,SEPTEMBER,2.0
NMIA,SPRT,SINGAPORE,OCTOBER,0.0
NMIA,SPRT,SINGAPORE,NOVEMBER,1.0
NMIA,SPRT,SINGAPORE,DECEMBER,3.0
NMIA,SPRT,SPAIN,JANUARY,12.0
NMIA,SPRT,SPAIN,FEBRUARY,28.0
NMIA,SPRT,SPAIN,MARCH,45.0
NMIA,SPRT,SPAIN,APRIL,23.0
NMIA,SPRT,SPAIN,MAY,26.0
NMIA,SPRT,SPAIN,JUNE,24.0
NMIA,SPRT,SPAIN,JULY,23.0
NMIA,SPRT,SPAIN,AUGUST,46.0
NMIA,SPRT,SPAIN,SEPTEMBER,19.0
NMIA,SPRT,SPAIN,OCTOBER,19.0
NMIA,SPRT,SPAIN,NOVEMBER,14.0
NMIA,SPRT,SPAIN,DECEMBER,20.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,JANUARY,10.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,FEBRUARY,12.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,MARCH,34.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,APRIL,25.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,MAY,22.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,JUNE,7.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,JULY,34.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,AUGUST,62.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,SEPTEMBER,15.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,OCTOBER,10.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,NOVEMBER,23.0
NMIA,SPRT,ST. KITTS/NEVIS/ANGUILLA,DECEMBER,35.0
NMIA,SPRT,ST. LUCIA,JANUARY,8.0
NMIA,SPRT,ST. LUCIA,FEBRUARY,9.0
NMIA,SPRT,ST. LUCIA,MARCH,12.0
NMIA,SPRT,ST. LUCIA,APRIL,11.0
NMIA,SPRT,ST. LUCIA,MAY,6.0
NMIA,SPRT,ST. LUCIA,JUNE,10.0
NMIA,SPRT,ST. LUCIA,JULY,10.0
NMIA,SPRT,ST. LUCIA,AUGUST,14.0
NMIA,SPRT,ST. LUCIA,SEPTEMBER,9.0
NMIA,SPRT,ST. LUCIA,OCTOBER,8.0
NMIA,SPRT,ST. LUCIA,NOVEMBER,5.0
NMIA,SPRT,ST. LUCIA,DECEMBER,10.0
NMIA,SPRT,ST. MAARTEN,JANUARY,20.0
NMIA,SPRT,ST. MAARTEN,FEBRUARY,16.0
NMIA,SPRT,ST. MAARTEN,MARCH,23.0
NMIA,SPRT,ST. MAARTEN,APRIL,38.0
NMIA,SPRT,ST. MAARTEN,MAY,24.0
NMIA,SPRT,ST. MAARTEN,JUNE,26.0
NMIA,SPRT,ST. MAARTEN,JULY,111.0
NMIA,SPRT,ST. MAARTEN,AUGUST,82.0
NMIA,SPRT,ST. MAARTEN,SEPTEMBER,49.0
NMIA,SPRT,ST. MAARTEN,OCTOBER,16.0
NMIA,SPRT,ST. MAARTEN,NOVEMBER,17.0
NMIA,SPRT,ST. MAARTEN,DECEMBER,81.0
NMIA,SPRT,ST. VINCENT,JANUARY,7.0
NMIA,SPRT,ST. VINCENT,FEBRUARY,6.0
NMIA,SPRT,ST. VINCENT,MARCH,3.0
NMIA,SPRT,ST. VINCENT,APRIL,8.0
NMIA,SPRT,ST. VINCENT,MAY,6.0
NMIA,SPRT,ST. VINCENT,JUNE,6.0
NMIA,SPRT,ST. VINCENT,JULY,10.0
NMIA,SPRT,ST. VINCENT,AUGUST,8.0
NMIA,SPRT,ST. VINCENT,SEPTEMBER,3.0
NMIA,SPRT,ST. VINCENT,OCTOBER,7.0
NMIA,SPRT,ST. VINCENT,NOVEMBER,2.0
NMIA,SPRT,ST. VINCENT,DECEMBER,2.0
NMIA,SPRT,SURINAM,JANUARY,6.0
NMIA,SPRT,SURINAM,FEBRUARY,6.0
NMIA,SPRT,SURINAM,MARCH,3.0
NMIA,SPRT,SURINAM,APRIL,10.0
NMIA,SPRT,SURINAM,MAY,7.0
NMIA,SPRT,SURINAM,JUNE,9.0
NMIA,SPRT,SURINAM,JULY,7.0
NMIA,SPRT,SURINAM,AUGUST,10.0
NMIA,SPRT,SURINAM,SEPTEMBER,7.0
NMIA,SPRT,SURINAM,OCTOBER,15.0
NMIA,SPRT,SURINAM,NOVEMBER,4.0
NMIA,SPRT,SURINAM,DECEMBER,5.0
NMIA,SPRT,SWEDEN,JANUARY,60.0
NMIA,SPRT,SWEDEN,FEBRUARY,62.0
NMIA,SPRT,SWEDEN,MARCH,35.0
NMIA,SPRT,SWEDEN,APRIL,33.0
NMIA,SPRT,SWEDEN,MAY,14.0
NMIA,SPRT,SWEDEN,JUNE,6.0
NMIA,SPRT,SWEDEN,JULY,27.0
NMIA,SPRT,SWEDEN,AUGUST,12.0
NMIA,SPRT,SWEDEN,SEPTEMBER,12.0
NMIA,SPRT,SWEDEN,OCTOBER,18.0
NMIA,SPRT,SWEDEN,NOVEMBER,52.0
NMIA,SPRT,SWEDEN,DECEMBER,77.0
NMIA,SPRT,SWITZERLAND,JANUARY,35.0
NMIA,SPRT,SWITZERLAND,FEBRUARY,69.0
NMIA,SPRT,SWITZERLAND,MARCH,48.0
NMIA,SPRT,SWITZERLAND,APRIL,42.0
NMIA,SPRT,SWITZERLAND,MAY,33.0
NMIA,SPRT,SWITZERLAND,JUNE,18.0
NMIA,SPRT,SWITZERLAND,JULY,32.0
NMIA,SPRT,SWITZERLAND,AUGUST,25.0
NMIA,SPRT,SWITZERLAND,SEPTEMBER,20.0
NMIA,SPRT,SWITZERLAND,OCTOBER,24.0
NMIA,SPRT,SWITZERLAND,NOVEMBER,33.0
NMIA,SPRT,SWITZERLAND,DECEMBER,54.0
NMIA,SPRT,TAIWAN,JANUARY,9.0
NMIA,SPRT,TAIWAN,FEBRUARY,0.0
NMIA,SPRT,TAIWAN,MARCH,48.0
NMIA,SPRT,TAIWAN,APRIL,1.0
NMIA,SPRT,TAIWAN,MAY,0.0
NMIA,SPRT,TAIWAN,JUNE,0.0
NMIA,SPRT,TAIWAN,JULY,1.0
NMIA,SPRT,TAIWAN,AUGUST,0.0
NMIA,SPRT,TAIWAN,SEPTEMBER,1.0
NMIA,SPRT,TAIWAN,OCTOBER,1.0
NMIA,SPRT,TAIWAN,NOVEMBER,10.0
NMIA,SPRT,TAIWAN,DECEMBER,13.0
NMIA,SPRT,TRINIDAD & TOBAGO,JANUARY,157.0
NMIA,SPRT,TRINIDAD & TOBAGO,FEBRUARY,139.0
NMIA,SPRT,TRINIDAD & TOBAGO,MARCH,191.0
NMIA,SPRT,TRINIDAD & TOBAGO,APRIL,294.0
NMIA,SPRT,TRINIDAD & TOBAGO,MAY,164.0
NMIA,SPRT,TRINIDAD & TOBAGO,JUNE,152.0
NMIA,SPRT,TRINIDAD & TOBAGO,JULY,226.0
NMIA,SPRT,TRINIDAD & TOBAGO,AUGUST,317.0
NMIA,SPRT,TRINIDAD & TOBAGO,SEPTEMBER,174.0
NMIA,SPRT,TRINIDAD & TOBAGO,OCTOBER,199.0
NMIA,SPRT,TRINIDAD & TOBAGO,NOVEMBER,144.0
NMIA,SPRT,TRINIDAD & TOBAGO,DECEMBER,240.0
NMIA,SPRT,TURKEY,JANUARY,4.0
NMIA,SPRT,TURKEY,FEBRUARY,4.0
NMIA,SPRT,TURKEY,MARCH,2.0
NMIA,SPRT,TURKEY,APRIL,0.0
NMIA,SPRT,TURKEY,MAY,3.0
NMIA,SPRT,TURKEY,JUNE,0.0
NMIA,SPRT,TURKEY,JULY,6.0
NMIA,SPRT,TURKEY,AUGUST,1.0
NMIA,SPRT,TURKEY,SEPTEMBER,0.0
NMIA,SPRT,TURKEY,OCTOBER,4.0
NMIA,SPRT,TURKEY,NOVEMBER,5.0
NMIA,SPRT,TURKEY,DECEMBER,0.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,JANUARY,40.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,FEBRUARY,20.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,MARCH,37.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,APRIL,57.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,MAY,33.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,JUNE,24.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,JULY,93.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,AUGUST,93.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,SEPTEMBER,79.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,OCTOBER,50.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,NOVEMBER,52.0
NMIA,SPRT,TURKS & CAICOS ISLANDS,DECEMBER,83.0
NMIA,SPRT,U.S.A.,JANUARY,5210.0
NMIA,SPRT,U.S.A.,FEBRUARY,6294.0
NMIA,SPRT,U.S.A.,MARCH,10054.0
NMIA,SPRT,U.S.A.,APRIL,9510.0
NMIA,SPRT,U.S.A.,MAY,5742.0
NMIA,SPRT,U.S.A.,JUNE,6451.0
NMIA,SPRT,U.S.A.,JULY,10446.0
NMIA,SPRT,U.S.A.,AUGUST,6845.0
NMIA,SPRT,U.S.A.,SEPTEMBER,2888.0
NMIA,SPRT,U.S.A.,OCTOBER,3638.0
NMIA,SPRT,U.S.A.,NOVEMBER,3436.0
NMIA,SPRT,U.S.A.,DECEMBER,8555.0
NMIA,SPRT,UNITED KINGDOM,JANUARY,1508.0
NMIA,SPRT,UNITED KINGDOM,FEBRUARY,1445.0
NMIA,SPRT,UNITED KINGDOM,MARCH,1773.0
NMIA,SPRT,UNITED KINGDOM,APRIL,1167.0
NMIA,SPRT,UNITED KINGDOM,MAY,918.0
NMIA,SPRT,UNITED KINGDOM,JUNE,712.0
NMIA,SPRT,UNITED KINGDOM,JULY,1488.0
NMIA,SPRT,UNITED KINGDOM,AUGUST,952.0
NMIA,SPRT,UNITED KINGDOM,SEPTEMBER,604.0
NMIA,SPRT,UNITED KINGDOM,OCTOBER,872.0
NMIA,SPRT,UNITED KINGDOM,NOVEMBER,1024.0
NMIA,SPRT,UNITED KINGDOM,DECEMBER,1256.0
NMIA,SPRT,URUGUAY,JANUARY,5.0
NMIA,SPRT,URUGUAY,FEBRUARY,12.0
NMIA,SPRT,URUGUAY,MARCH,1.0
NMIA,SPRT,URUGUAY,APRIL,5.0
NMIA,SPRT,URUGUAY,MAY,0.0
NMIA,SPRT,URUGUAY,JUNE,1.0
NMIA,SPRT,URUGUAY,JULY,1.0
NMIA,SPRT,URUGUAY,AUGUST,14.0
NMIA,SPRT,URUGUAY,SEPTEMBER,0.0
NMIA,SPRT,URUGUAY,OCTOBER,12.0
NMIA,SPRT,URUGUAY,NOVEMBER,0.0
NMIA,SPRT,URUGUAY,DECEMBER,2.0
NMIA,SPRT,VENEZUELA,JANUARY,12.0
NMIA,SPRT,VENEZUELA,FEBRUARY,6.0
NMIA,SPRT,VENEZUELA,MARCH,4.0
NMIA,SPRT,VENEZUELA,APRIL,11.0
NMIA,SPRT,VENEZUELA,MAY,9.0
NMIA,SPRT,VENEZUELA,JUNE,9.0
NMIA,SPRT,VENEZUELA,JULY,13.0
NMIA,SPRT,VENEZUELA,AUGUST,8.0
NMIA,SPRT,VENEZUELA,SEPTEMBER,15.0
NMIA,SPRT,VENEZUELA,OCTOBER,53.0
NMIA,SPRT,VENEZUELA,NOVEMBER,10.0
NMIA,SPRT,VENEZUELA,DECEMBER,16.0
NMIA,VAC,NOREF,JANUARY,85.0
NMIA,VAC,NOREF,FEBRUARY,129.0
NMIA,VAC,NOREF,MARCH,112.0
NMIA,VAC,NOREF,APRIL,62.0
NMIA,VAC,NOREF,MAY,88.0
NMIA,VAC,NOREF,JUNE,69.0
NMIA,VAC,NOREF,JULY,82.0
NMIA,VAC,NOREF,AUGUST,78.0
NMIA,VAC,NOREF,SEPTEMBER,57.0
NMIA,VAC,NOREF,OCTOBER,35.0
NMIA,VAC,NOREF,NOVEMBER,132.0
NMIA,VAC,NOREF,DECEMBER,104.0
NMIA,VAC,AFRICA,JANUARY,18.0
NMIA,VAC,AFRICA,FEBRUARY,13.0
NMIA,VAC,AFRICA,MARCH,10.0
NMIA,VAC,AFRICA,APRIL,15.0
NMIA,VAC,AFRICA,MAY,16.0
NMIA,VAC,AFRICA,JUNE,6.0
NMIA,VAC,AFRICA,JULY,16.0
NMIA,VAC,AFRICA,AUGUST,16.0
NMIA,VAC,AFRICA,SEPTEMBER,6.0
NMIA,VAC,AFRICA,OCTOBER,4.0
NMIA,VAC,AFRICA,NOVEMBER,9.0
NMIA,VAC,AFRICA,DECEMBER,16.0
NMIA,VAC,ALL OTHER COUNTRIES,JANUARY,0.0
NMIA,VAC,ALL OTHER COUNTRIES,FEBRUARY,0.0
NMIA,VAC,ALL OTHER COUNTRIES,MARCH,2.0
NMIA,VAC,ALL OTHER COUNTRIES,APRIL,1.0
NMIA,VAC,ALL OTHER COUNTRIES,MAY,0.0
NMIA,VAC,ALL OTHER COUNTRIES,JUNE,0.0
NMIA,VAC,ALL OTHER COUNTRIES,JULY,1.0
NMIA,VAC,ALL OTHER COUNTRIES,AUGUST,0.0
NMIA,VAC,ALL OTHER COUNTRIES,SEPTEMBER,0.0
NMIA,VAC,ALL OTHER COUNTRIES,OCTOBER,0.0
NMIA,VAC,ALL OTHER COUNTRIES,NOVEMBER,1.0
NMIA,VAC,ALL OTHER COUNTRIES,DECEMBER,1.0
NMIA,VAC,ANTIGUA,JANUARY,33.0
NMIA,VAC,ANTIGUA,FEBRUARY,26.0
NMIA,VAC,ANTIGUA,MARCH,55.0
NMIA,VAC,ANTIGUA,APRIL,48.0
NMIA,VAC,ANTIGUA,MAY,34.0
NMIA,VAC,ANTIGUA,JUNE,40.0
NMIA,VAC,ANTIGUA,JULY,90.0
NMIA,VAC,ANTIGUA,AUGUST,58.0
NMIA,VAC,ANTIGUA,SEPTEMBER,16.0
NMIA,VAC,ANTIGUA,OCTOBER,34.0
NMIA,VAC,ANTIGUA,NOVEMBER,19.0
NMIA,VAC,ANTIGUA,DECEMBER,69.0
NMIA,VAC,ARGENTINA,JANUARY,37.0
NMIA,VAC,ARGENTINA,FEBRUARY,25.0
NMIA,VAC,ARGENTINA,MARCH,44.0
NMIA,VAC,ARGENTINA,APRIL,10.0
NMIA,VAC,ARGENTINA,MAY,17.0
NMIA,VAC,ARGENTINA,JUNE,13.0
NMIA,VAC,ARGENTINA,JULY,20.0
NMIA,VAC,ARGENTINA,AUGUST,4.0
NMIA,VAC,ARGENTINA,SEPTEMBER,9.0
NMIA,VAC,ARGENTINA,OCTOBER,9.0
NMIA,VAC,ARGENTINA,NOVEMBER,16.0
NMIA,VAC,ARGENTINA,DECEMBER,6.0
NMIA,VAC,ARUBA,JANUARY,7.0
NMIA,VAC,ARUBA,FEBRUARY,9.0
NMIA,VAC,ARUBA,MARCH,9.0
NMIA,VAC,ARUBA,APRIL,27.0
NMIA,VAC,ARUBA,MAY,21.0
NMIA,VAC,ARUBA,JUNE,13.0
NMIA,VAC,ARUBA,JULY,30.0
NMIA,VAC,ARUBA,AUGUST,9.0
NMIA,VAC,ARUBA,SEPTEMBER,24.0
NMIA,VAC,ARUBA,OCTOBER,22.0
NMIA,VAC,ARUBA,NOVEMBER,14.0
NMIA,VAC,ARUBA,DECEMBER,32.0
NMIA,VAC,AUSTRALIA,JANUARY,48.0
NMIA,VAC,AUSTRALIA,FEBRUARY,25.0
NMIA,VAC,AUSTRALIA,MARCH,24.0
NMIA,VAC,AUSTRALIA,APRIL,59.0
NMIA,VAC,AUSTRALIA,MAY,45.0
NMIA,VAC,AUSTRALIA,JUNE,375.0
NMIA,VAC,AUSTRALIA,JULY,77.0
NMIA,VAC,AUSTRALIA,AUGUST,29.0
NMIA,VAC,AUSTRALIA,SEPTEMBER,21.0
NMIA,VAC,AUSTRALIA,OCTOBER,51.0
NMIA,VAC,AUSTRALIA,NOVEMBER,48.0
NMIA,VAC,AUSTRALIA,DECEMBER,61.0
NMIA,VAC,AUSTRIA,JANUARY,19.0
NMIA,VAC,AUSTRIA,FEBRUARY,21.0
NMIA,VAC,AUSTRIA,MARCH,21.0
NMIA,VAC,AUSTRIA,APRIL,14.0
NMIA,VAC,AUSTRIA,MAY,8.0
NMIA,VAC,AUSTRIA,JUNE,11.0
NMIA,VAC,AUSTRIA,JULY,14.0
NMIA,VAC,AUSTRIA,AUGUST,14.0
NMIA,VAC,AUSTRIA,SEPTEMBER,5.0
NMIA,VAC,AUSTRIA,OCTOBER,4.0
NMIA,VAC,AUSTRIA,NOVEMBER,13.0
NMIA,VAC,AUSTRIA,DECEMBER,17.0
NMIA,VAC,BAHAMAS,JANUARY,78.0
NMIA,VAC,BAHAMAS,FEBRUARY,60.0
NMIA,VAC,BAHAMAS,MARCH,113.0
NMIA,VAC,BAHAMAS,APRIL,157.0
NMIA,VAC,BAHAMAS,MAY,99.0
NMIA,VAC,BAHAMAS,JUNE,111.0
NMIA,VAC,BAHAMAS,JULY,191.0
NMIA,VAC,BAHAMAS,AUGUST,137.0
NMIA,VAC,BAHAMAS,SEPTEMBER,69.0
NMIA,VAC,BAHAMAS,OCTOBER,89.0
NMIA,VAC,BAHAMAS,NOVEMBER,129.0
NMIA,VAC,BAHAMAS,DECEMBER,222.0
NMIA,VAC,BARBADOS,JANUARY,51.0
NMIA,VAC,BARBADOS,FEBRUARY,39.0
NMIA,VAC,BARBADOS,MARCH,56.0
NMIA,VAC,BARBADOS,APRIL,90.0
NMIA,VAC,BARBADOS,MAY,63.0
NMIA,VAC,BARBADOS,JUNE,47.0
NMIA,VAC,BARBADOS,JULY,89.0
NMIA,VAC,BARBADOS,AUGUST,82.0
NMIA,VAC,BARBADOS,SEPTEMBER,42.0
NMIA,VAC,BARBADOS,OCTOBER,56.0
NMIA,VAC,BARBADOS,NOVEMBER,45.0
NMIA,VAC,BARBADOS,DECEMBER,105.0
NMIA,VAC,BELGIUM,JANUARY,10.0
NMIA,VAC,BELGIUM,FEBRUARY,2.0
NMIA,VAC,BELGIUM,MARCH,2.0
NMIA,VAC,BELGIUM,APRIL,11.0
NMIA,VAC,BELGIUM,MAY,4.0
NMIA,VAC,BELGIUM,JUNE,7.0
NMIA,VAC,BELGIUM,JULY,15.0
NMIA,VAC,BELGIUM,AUGUST,9.0
NMIA,VAC,BELGIUM,SEPTEMBER,14.0
NMIA,VAC,BELGIUM,OCTOBER,4.0
NMIA,VAC,BELGIUM,NOVEMBER,10.0
NMIA,VAC,BELGIUM,DECEMBER,24.0
NMIA,VAC,BELIZE,JANUARY,9.0
NMIA,VAC,BELIZE,FEBRUARY,3.0
NMIA,VAC,BELIZE,MARCH,6.0
NMIA,VAC,BELIZE,APRIL,10.0
NMIA,VAC,BELIZE,MAY,3.0
NMIA,VAC,BELIZE,JUNE,2.0
NMIA,VAC,BELIZE,JULY,10.0
NMIA,VAC,BELIZE,AUGUST,6.0
NMIA,VAC,BELIZE,SEPTEMBER,11.0
NMIA,VAC,BELIZE,OCTOBER,3.0
NMIA,VAC,BELIZE,NOVEMBER,3.0
NMIA,VAC,BELIZE,DECEMBER,10.0
NMIA,VAC,BERMUDA,JANUARY,60.0
NMIA,VAC,BERMUDA,FEBRUARY,32.0
NMIA,VAC,BERMUDA,MARCH,41.0
NMIA,VAC,BERMUDA,APRIL,62.0
NMIA,VAC,BERMUDA,MAY,30.0
NMIA,VAC,BERMUDA,JUNE,45.0
NMIA,VAC,BERMUDA,JULY,54.0
NMIA,VAC,BERMUDA,AUGUST,53.0
NMIA,VAC,BERMUDA,SEPTEMBER,27.0
NMIA,VAC,BERMUDA,OCTOBER,20.0
NMIA,VAC,BERMUDA,NOVEMBER,29.0
NMIA,VAC,BERMUDA,DECEMBER,77.0
NMIA,VAC,BOLIVIA,JANUARY,2.0
NMIA,VAC,BOLIVIA,FEBRUARY,0.0
NMIA,VAC,BOLIVIA,MARCH,1.0
NMIA,VAC,BOLIVIA,APRIL,5.0
NMIA,VAC,BOLIVIA,MAY,0.0
NMIA,VAC,BOLIVIA,JUNE,0.0
NMIA,VAC,BOLIVIA,JULY,0.0
NMIA,VAC,BOLIVIA,AUGUST,3.0
NMIA,VAC,BOLIVIA,SEPTEMBER,0.0
NMIA,VAC,BOLIVIA,OCTOBER,0.0
NMIA,VAC,BOLIVIA,NOVEMBER,1.0
NMIA,VAC,BOLIVIA,DECEMBER,0.0
NMIA,VAC,BRAZIL,JANUARY,75.0
NMIA,VAC,BRAZIL,FEBRUARY,82.0
NMIA,VAC,BRAZIL,MARCH,61.0
NMIA,VAC,BRAZIL,APRIL,45.0
NMIA,VAC,BRAZIL,MAY,78.0
NMIA,VAC,BRAZIL,JUNE,58.0
NMIA,VAC,BRAZIL,JULY,29.0
NMIA,VAC,BRAZIL,AUGUST,22.0
NMIA,VAC,BRAZIL,SEPTEMBER,19.0
NMIA,VAC,BRAZIL,OCTOBER,11.0
NMIA,VAC,BRAZIL,NOVEMBER,12.0
NMIA,VAC,BRAZIL,DECEMBER,44.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,JANUARY,16.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,FEBRUARY,12.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,MARCH,36.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,APRIL,40.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,MAY,23.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,JUNE,40.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,JULY,64.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,AUGUST,74.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,SEPTEMBER,35.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,OCTOBER,16.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,NOVEMBER,19.0
NMIA,VAC,BRITISH VIRGIN ISLANDS,DECEMBER,95.0
NMIA,VAC,CANADA,JANUARY,1229.0
NMIA,VAC,CANADA,FEBRUARY,1626.0
NMIA,VAC,CANADA,MARCH,1898.0
NMIA,VAC,CANADA,APRIL,1713.0
NMIA,VAC,CANADA,MAY,1406.0
NMIA,VAC,CANADA,JUNE,909.0
NMIA,VAC,CANADA,JULY,1701.0
NMIA,VAC,CANADA,AUGUST,1351.0
NMIA,VAC,CANADA,SEPTEMBER,499.0
NMIA,VAC,CANADA,OCTOBER,738.0
NMIA,VAC,CANADA,NOVEMBER,724.0
NMIA,VAC,CANADA,DECEMBER,1784.0
NMIA,VAC,CAYMAN ISLANDS,JANUARY,331.0
NMIA,VAC,CAYMAN ISLANDS,FEBRUARY,232.0
NMIA,VAC,CAYMAN ISLANDS,MARCH,415.0
NMIA,VAC,CAYMAN ISLANDS,APRIL,660.0
NMIA,VAC,CAYMAN ISLANDS,MAY,355.0
